filename,width,height,class,xmin,ymin,xmax,ymax,mask
image00000057.jpg,1280,720,Lips,424,509,641,618,mask00000057.png
image00000058.jpg,1280,720,Lips,557,371,697,428,mask00000058.png
image00000059.jpg,1280,720,Lips,558,336,682,396,mask00000059.png
image00000060.jpg,1280,720,Lips,554,349,687,431,mask00000060.png
image00000061.jpg,1280,720,Lips,565,360,694,437,mask00000061.png
image00000062.jpg,1280,720,Lips,548,367,668,438,mask00000062.png
image00000063.jpg,1280,720,Lips,529,357,651,429,mask00000063.png
image00000064.jpg,1280,720,Lips,554,348,689,427,mask00000064.png
image00000065.jpg,1280,720,Lips,555,341,679,429,mask00000065.png
image00000066.jpg,1280,720,Lips,661,398,774,447,mask00000066.png
image00000067.jpg,1280,720,Lips,552,371,694,450,mask00000067.png
image00000068.jpg,1280,720,Lips,661,400,774,448,mask00000068.png
image00000069.jpg,1280,720,Lips,556,336,682,395,mask00000069.png
image00000070.jpg,1280,720,Lips,563,363,688,433,mask00000070.png
image00000071.jpg,1280,720,Lips,574,348,691,419,mask00000071.png
image00000072.jpg,1280,720,Lips,556,370,700,441,mask00000072.png
image00000073.jpg,1280,720,Lips,426,508,644,618,mask00000073.png
image00000074.jpg,1280,720,Lips,661,399,774,447,mask00000074.png
image00000075.jpg,1280,720,Lips,661,399,774,447,mask00000075.png
image00000076.jpg,1280,720,Lips,564,332,688,403,mask00000076.png
image00000077.jpg,1280,720,Lips,553,353,679,410,mask00000077.png
image00000078.jpg,1280,720,Lips,424,510,639,618,mask00000078.png
image00000079.jpg,1280,720,Lips,557,371,695,425,mask00000079.png
image00000080.jpg,1280,720,Lips,576,350,692,420,mask00000080.png
image00000081.jpg,1280,720,Lips,560,363,688,436,mask00000081.png
image00000082.jpg,1280,720,Lips,564,332,692,407,mask00000082.png
image00000083.jpg,1280,720,Lips,568,347,682,419,mask00000083.png
image00000084.jpg,1280,720,Lips,563,334,685,405,mask00000084.png
image00000085.jpg,1280,720,Lips,660,396,775,444,mask00000085.png
image00000086.jpg,1280,720,Lips,423,510,639,618,mask00000086.png
image00000087.jpg,1280,720,Lips,569,341,686,404,mask00000087.png
image00000088.jpg,1280,720,Lips,556,341,680,427,mask00000088.png
image00000089.jpg,1280,720,Lips,661,395,776,444,mask00000089.png
image00000090.jpg,1280,720,Lips,565,363,688,438,mask00000090.png
image00000091.jpg,1280,720,Lips,562,336,685,420,mask00000091.png
image00000092.jpg,1280,720,Lips,552,349,687,431,mask00000092.png
image00000093.jpg,1280,720,Lips,565,349,682,419,mask00000093.png
image00000094.jpg,1280,720,Lips,581,344,701,407,mask00000094.png
image00000095.jpg,1280,720,Lips,661,396,775,444,mask00000095.png
image00000096.jpg,1280,720,Lips,660,391,778,441,mask00000096.png
image00000097.jpg,1280,720,Lips,569,341,689,410,mask00000097.png
image00000098.jpg,1280,720,Lips,571,354,691,426,mask00000098.png
image00000099.jpg,1280,720,Lips,424,510,640,619,mask00000099.png
image00000100.jpg,1280,720,Lips,661,398,774,446,mask00000100.png
image00000101.jpg,1280,720,Lips,423,510,639,618,mask00000101.png
image00000102.jpg,1280,720,Lips,565,333,694,408,mask00000102.png
image00000103.jpg,1280,720,Lips,424,509,641,618,mask00000103.png
image00000104.jpg,1280,720,Lips,549,350,677,425,mask00000104.png
image00000105.jpg,1280,720,Lips,660,397,775,446,mask00000105.png
image00000106.jpg,1280,720,Lips,661,392,777,442,mask00000106.png
image00000107.jpg,1280,720,Lips,567,346,681,418,mask00000107.png
image00000108.jpg,1280,720,Lips,660,397,775,445,mask00000108.png
image00000109.jpg,1280,720,Lips,544,350,674,417,mask00000109.png
image00000110.jpg,1280,720,Lips,558,370,694,424,mask00000110.png
image00000111.jpg,1280,720,Lips,557,370,695,424,mask00000111.png
image00000112.jpg,1280,720,Lips,569,340,687,405,mask00000112.png
image00000113.jpg,1280,720,Lips,544,349,674,417,mask00000113.png
image00000114.jpg,1280,720,Lips,550,357,675,423,mask00000114.png
image00000115.jpg,1280,720,Lips,564,353,682,425,mask00000115.png
image00000116.jpg,1280,720,Lips,566,354,691,425,mask00000116.png
image00000117.jpg,1280,720,Lips,661,399,774,447,mask00000117.png
image00000118.jpg,1280,720,Lips,554,371,700,449,mask00000118.png
image00000119.jpg,1280,720,Lips,559,334,682,408,mask00000119.png
image00000120.jpg,1280,720,Lips,661,398,774,447,mask00000120.png
image00000121.jpg,1280,720,Lips,570,352,690,424,mask00000121.png
image00000122.jpg,1280,720,Lips,568,333,717,415,mask00000122.png
image00000123.jpg,1280,720,Lips,554,350,685,422,mask00000123.png
image00000124.jpg,1280,720,Lips,565,359,694,436,mask00000124.png
image00000125.jpg,1280,720,Lips,555,380,678,440,mask00000125.png
image00000126.jpg,1280,720,Lips,661,400,774,448,mask00000126.png
image00000127.jpg,1280,720,Lips,570,333,717,416,mask00000127.png
image00000128.jpg,1280,720,Lips,661,395,776,444,mask00000128.png
image00000129.jpg,1280,720,Lips,566,363,692,441,mask00000129.png
image00000130.jpg,1280,720,Lips,660,396,775,445,mask00000130.png
image00000131.jpg,1280,720,Lips,555,367,687,424,mask00000131.png
image00000132.jpg,1280,720,Lips,424,510,640,617,mask00000132.png
image00000133.jpg,1280,720,Lips,554,348,697,428,mask00000133.png
image00000134.jpg,1280,720,Lips,569,347,684,421,mask00000134.png
image00000135.jpg,1280,720,Lips,576,349,692,419,mask00000135.png
image00000136.jpg,1280,720,Lips,553,372,698,452,mask00000136.png
image00000137.jpg,1280,720,Lips,574,333,714,420,mask00000137.png
image00000138.jpg,1280,720,Lips,660,396,775,445,mask00000138.png
image00000139.jpg,1280,720,Lips,568,338,689,409,mask00000139.png
image00000140.jpg,1280,720,Lips,566,345,682,420,mask00000140.png
image00000141.jpg,1280,720,Lips,548,364,669,432,mask00000141.png
image00000142.jpg,1280,720,Lips,580,343,700,404,mask00000142.png
image00000143.jpg,1280,720,Lips,570,339,691,411,mask00000143.png
image00000144.jpg,1280,720,Lips,561,363,688,433,mask00000144.png
image00000145.jpg,1280,720,Lips,424,510,641,619,mask00000145.png
image00000146.jpg,1280,720,Lips,579,333,708,431,mask00000146.png
image00000147.jpg,1280,720,Lips,576,350,691,420,mask00000147.png
image00000148.jpg,1280,720,Lips,570,351,690,423,mask00000148.png
image00000149.jpg,1280,720,Lips,529,358,652,426,mask00000149.png
image00000150.jpg,1280,720,Lips,566,354,688,422,mask00000150.png
image00000151.jpg,1280,720,Lips,660,385,781,439,mask00000151.png
image00000152.jpg,1280,720,Lips,574,349,689,422,mask00000152.png
image00000153.jpg,1280,720,Lips,661,394,776,443,mask00000153.png
image00000154.jpg,1280,720,Lips,554,382,676,439,mask00000154.png
image00000155.jpg,1280,720,Lips,530,356,653,426,mask00000155.png
image00000156.jpg,1280,720,Lips,575,349,690,421,mask00000156.png
image00000157.jpg,1280,720,Lips,552,372,691,449,mask00000157.png
image00000158.jpg,1280,720,Lips,549,370,668,444,mask00000158.png
image00000159.jpg,1280,720,Lips,660,398,774,446,mask00000159.png
image00000160.jpg,1280,720,Lips,427,510,645,620,mask00000160.png
image00000161.jpg,1280,720,Lips,660,392,776,443,mask00000161.png
image00000162.jpg,1280,720,Lips,424,508,642,618,mask00000162.png
image00000163.jpg,1280,720,Lips,553,372,681,441,mask00000163.png
image00000164.jpg,1280,720,Lips,550,347,683,430,mask00000164.png
image00000165.jpg,1280,720,Lips,553,348,696,427,mask00000165.png
image00000166.jpg,1280,720,Lips,556,349,685,432,mask00000166.png
image00000167.jpg,1280,720,Lips,556,354,695,434,mask00000167.png
image00000168.jpg,1280,720,Lips,660,386,781,440,mask00000168.png
image00000169.jpg,1280,720,Lips,569,350,690,426,mask00000169.png
image00000170.jpg,1280,720,Lips,555,353,681,417,mask00000170.png
image00000171.jpg,1280,720,Lips,547,347,676,420,mask00000171.png
image00000172.jpg,1280,720,Lips,576,349,692,419,mask00000172.png
image00000173.jpg,1280,720,Lips,565,361,693,437,mask00000173.png
image00000174.jpg,1280,720,Lips,579,342,700,404,mask00000174.png
image00000175.jpg,1280,720,Lips,572,346,690,420,mask00000175.png
image00000176.jpg,1280,720,Lips,553,347,693,428,mask00000176.png
image00000177.jpg,1280,720,Lips,565,358,694,436,mask00000177.png
image00000178.jpg,1280,720,Lips,571,353,691,424,mask00000178.png
image00000179.jpg,1280,720,Lips,565,361,693,438,mask00000179.png
image00000180.jpg,1280,720,Lips,555,370,700,446,mask00000180.png
image00000181.jpg,1280,720,Lips,424,510,639,617,mask00000181.png
image00000182.jpg,1280,720,Lips,554,344,679,429,mask00000182.png
image00000183.jpg,1280,720,Lips,660,398,775,446,mask00000183.png
image00000184.jpg,1280,720,Lips,566,333,696,409,mask00000184.png
image00000185.jpg,1280,720,Lips,546,348,675,418,mask00000185.png
image00000186.jpg,1280,720,Lips,557,344,681,427,mask00000186.png
image00000187.jpg,1280,720,Lips,661,396,775,445,mask00000187.png
image00000188.jpg,1280,720,Lips,557,370,699,435,mask00000188.png
image00000189.jpg,1280,720,Lips,566,333,696,411,mask00000189.png
image00000190.jpg,1280,720,Lips,546,351,675,418,mask00000190.png
image00000191.jpg,1280,720,Lips,564,339,685,420,mask00000191.png
image00000192.jpg,1280,720,Lips,529,357,652,426,mask00000192.png
image00000193.jpg,1280,720,Lips,559,335,681,403,mask00000193.png
image00000194.jpg,1280,720,Lips,661,393,776,443,mask00000194.png
image00000195.jpg,1280,720,Lips,424,510,639,618,mask00000195.png
image00000196.jpg,1280,720,Lips,567,346,681,418,mask00000196.png
image00000197.jpg,1280,720,Lips,557,366,689,427,mask00000197.png
image00000198.jpg,1280,720,Lips,558,333,683,417,mask00000198.png
image00000199.jpg,1280,720,Lips,252,204,498,368,mask00000199.png
image00000200.jpg,1280,720,Lips,272,155,523,303,mask00000200.png
image00000201.jpg,1280,720,Lips,480,385,664,477,mask00000201.png
image00000202.jpg,1280,720,Lips,660,155,975,299,mask00000202.png
image00000203.jpg,1280,720,Lips,641,403,791,471,mask00000203.png
image00000204.jpg,1280,720,Lips,654,391,804,461,mask00000204.png
image00000205.jpg,1280,720,Lips,640,403,791,470,mask00000205.png
image00000206.jpg,1280,720,Lips,616,351,756,420,mask00000206.png
image00000207.jpg,1280,720,Lips,658,386,808,457,mask00000207.png
image00000208.jpg,1280,720,Lips,662,383,812,455,mask00000208.png
image00000209.jpg,1280,720,Lips,487,403,672,493,mask00000209.png
image00000210.jpg,1280,720,Lips,621,353,761,423,mask00000210.png
image00000211.jpg,1280,720,Lips,654,391,804,461,mask00000211.png
image00000212.jpg,1280,720,Lips,650,403,904,523,mask00000212.png
image00000213.jpg,1280,720,Lips,684,477,975,615,mask00000213.png
image00000214.jpg,1280,720,Lips,608,354,748,423,mask00000214.png
image00000215.jpg,1280,720,Lips,655,390,805,461,mask00000215.png
image00000216.jpg,1280,720,Lips,610,353,750,423,mask00000216.png
image00000217.jpg,1280,720,Lips,667,376,816,449,mask00000217.png
image00000218.jpg,1280,720,Lips,488,407,672,496,mask00000218.png
image00000219.jpg,1280,720,Lips,645,399,899,520,mask00000219.png
image00000220.jpg,1280,720,Lips,688,288,851,385,mask00000220.png
image00000221.jpg,1280,720,Lips,780,272,925,371,mask00000221.png
image00000222.jpg,1280,720,Lips,660,385,810,457,mask00000222.png
image00000223.jpg,1280,720,Lips,756,304,1051,425,mask00000223.png
image00000224.jpg,1280,720,Lips,668,373,817,445,mask00000224.png
image00000225.jpg,1280,720,Lips,474,372,658,467,mask00000225.png
image00000226.jpg,1280,720,Lips,483,397,633,466,mask00000226.png
image00000227.jpg,1280,720,Lips,666,379,815,451,mask00000227.png
image00000228.jpg,1280,720,Lips,635,325,788,420,mask00000228.png
image00000229.jpg,1280,720,Lips,477,380,662,473,mask00000229.png
image00000230.jpg,1280,720,Lips,666,379,815,451,mask00000230.png
image00000231.jpg,1280,720,Lips,666,379,815,451,mask00000231.png
image00000232.jpg,1280,720,Lips,644,515,938,646,mask00000232.png
image00000233.jpg,1280,720,Lips,666,379,814,452,mask00000233.png
image00000234.jpg,1280,720,Lips,609,367,798,459,mask00000234.png
image00000235.jpg,1280,720,Lips,464,377,613,450,mask00000235.png
image00000236.jpg,1280,720,Lips,488,405,672,495,mask00000236.png
image00000237.jpg,1280,720,Lips,472,363,659,457,mask00000237.png
image00000238.jpg,1280,720,Lips,644,397,896,519,mask00000238.png
image00000239.jpg,1280,720,Lips,622,346,813,441,mask00000239.png
image00000240.jpg,1280,720,Lips,692,473,982,612,mask00000240.png
image00000241.jpg,1280,720,Lips,660,385,809,456,mask00000241.png
image00000242.jpg,1280,720,Lips,473,388,623,459,mask00000242.png
image00000243.jpg,1280,720,Lips,644,400,794,469,mask00000243.png
image00000244.jpg,1280,720,Lips,704,285,866,383,mask00000244.png
image00000245.jpg,1280,720,Lips,610,349,752,419,mask00000245.png
image00000246.jpg,1280,720,Lips,636,326,789,421,mask00000246.png
image00000247.jpg,1280,720,Lips,474,389,624,460,mask00000247.png
image00000248.jpg,1280,720,Lips,599,370,788,461,mask00000248.png
image00000249.jpg,1280,720,Lips,780,271,924,371,mask00000249.png
image00000250.jpg,1280,720,Lips,452,271,596,371,mask00000250.png
image00000251.jpg,1280,720,Lips,670,181,983,323,mask00000251.png
image00000252.jpg,1280,720,Lips,666,379,814,452,mask00000252.png
image00000253.jpg,1280,720,Lips,615,360,805,452,mask00000253.png
image00000254.jpg,1280,720,Lips,686,476,977,614,mask00000254.png
image00000255.jpg,1280,720,Lips,634,323,788,418,mask00000255.png
image00000256.jpg,1280,720,Lips,678,483,971,620,mask00000256.png
image00000257.jpg,1280,720,Lips,654,391,804,461,mask00000257.png
image00000258.jpg,1280,720,Lips,663,383,812,455,mask00000258.png
image00000259.jpg,1280,720,Lips,698,287,860,384,mask00000259.png
image00000260.jpg,1280,720,Lips,657,388,807,459,mask00000260.png
image00000261.jpg,1280,720,Lips,668,374,816,447,mask00000261.png
image00000262.jpg,1280,720,Lips,637,311,792,407,mask00000262.png
image00000263.jpg,1280,720,Lips,726,276,1027,402,mask00000263.png
image00000264.jpg,1280,720,Lips,657,388,807,459,mask00000264.png
image00000265.jpg,1280,720,Lips,250,224,494,384,mask00000265.png
image00000266.jpg,1280,720,Lips,620,351,811,445,mask00000266.png
image00000267.jpg,1280,720,Lips,473,370,658,464,mask00000267.png
image00000268.jpg,1280,720,Lips,641,403,791,471,mask00000268.png
image00000269.jpg,1280,720,Lips,611,365,800,457,mask00000269.png
image00000270.jpg,1280,720,Lips,637,405,788,473,mask00000270.png
image00000271.jpg,1280,720,Lips,652,393,802,463,mask00000271.png
image00000272.jpg,1280,720,Lips,644,279,800,379,mask00000272.png
image00000273.jpg,1280,720,Lips,605,347,747,415,mask00000273.png
image00000274.jpg,1280,720,Lips,682,479,974,617,mask00000274.png
image00000275.jpg,1280,720,Lips,618,353,758,422,mask00000275.png
image00000276.jpg,1280,720,Lips,666,378,816,451,mask00000276.png
image00000277.jpg,1280,720,Lips,237,325,470,469,mask00000277.png
image00000278.jpg,1280,720,Lips,792,327,1082,443,mask00000278.png
image00000279.jpg,1280,720,Lips,602,369,791,461,mask00000279.png
image00000280.jpg,1280,720,Lips,258,169,507,339,mask00000280.png
image00000281.jpg,1280,720,Lips,620,353,760,422,mask00000281.png
image00000282.jpg,1280,720,Lips,655,409,910,528,mask00000282.png
image00000283.jpg,1280,720,Lips,636,327,789,421,mask00000283.png
image00000284.jpg,1280,720,Lips,495,417,681,504,mask00000284.png
image00000285.jpg,1280,720,Lips,450,381,559,444,mask00000285.png
image00000286.jpg,1280,720,Lips,652,405,906,525,mask00000286.png
image00000287.jpg,1280,720,Lips,486,400,636,469,mask00000287.png
image00000288.jpg,1280,720,Lips,483,391,668,483,mask00000288.png
image00000289.jpg,1280,720,Lips,694,227,1001,363,mask00000289.png
image00000290.jpg,1280,720,Lips,607,368,796,459,mask00000290.png
image00000291.jpg,1280,720,Lips,618,356,808,449,mask00000291.png
image00000292.jpg,1280,720,Lips,471,385,620,456,mask00000292.png
image00000293.jpg,1280,720,Lips,475,378,660,471,mask00000293.png
image00000294.jpg,1280,720,Lips,457,271,600,371,mask00000294.png
image00000295.jpg,1280,720,Lips,480,395,630,464,mask00000295.png
image00000296.jpg,1280,720,Lips,612,353,752,422,mask00000296.png
image00000297.jpg,1280,720,Lips,604,347,746,416,mask00000297.png
image00000298.jpg,1280,720,Lips,600,370,790,461,mask00000298.png
image00000299.jpg,1280,720,Lips,644,400,794,469,mask00000299.png
image00000300.jpg,1280,720,Lips,661,384,810,455,mask00000300.png
image00000301.jpg,1280,720,Lips,262,155,512,325,mask00000301.png
image00000302.jpg,1280,720,Lips,634,317,789,411,mask00000302.png
image00000303.jpg,1280,720,Lips,686,215,997,352,mask00000303.png
image00000304.jpg,1280,720,Lips,724,277,884,380,mask00000304.png
image00000305.jpg,1280,720,Lips,670,291,834,385,mask00000305.png
image00000306.jpg,1280,720,Lips,650,509,944,641,mask00000306.png
image00000307.jpg,1280,720,Lips,656,389,806,460,mask00000307.png
image00000308.jpg,1280,720,Lips,655,391,805,460,mask00000308.png
image00000309.jpg,1280,720,Lips,717,265,1020,394,mask00000309.png
image00000310.jpg,1280,720,Lips,660,385,810,457,mask00000310.png
image00000311.jpg,1280,720,Lips,645,270,802,371,mask00000311.png
image00000312.jpg,1280,720,Lips,664,419,920,535,mask00000312.png
image00000313.jpg,1280,720,Lips,617,352,757,421,mask00000313.png
image00000314.jpg,1280,720,Lips,448,382,557,443,mask00000314.png
image00000315.jpg,1280,720,Lips,684,436,939,550,mask00000315.png
image00000316.jpg,1280,720,Lips,622,353,762,422,mask00000316.png
image00000317.jpg,1280,720,Lips,489,413,674,501,mask00000317.png
image00000318.jpg,1280,720,Lips,637,405,788,473,mask00000318.png
image00000319.jpg,1280,720,Lips,605,369,794,459,mask00000319.png
image00000320.jpg,1280,720,Lips,667,377,816,449,mask00000320.png
image00000321.jpg,1280,720,Lips,614,351,755,420,mask00000321.png
image00000322.jpg,1280,720,Lips,482,389,667,481,mask00000322.png
image00000323.jpg,1280,720,Lips,708,283,869,383,mask00000323.png
image00000324.jpg,1280,720,Lips,484,393,668,485,mask00000324.png
image00000325.jpg,1280,720,Lips,666,379,815,451,mask00000325.png
image00000326.jpg,1280,720,Lips,666,380,814,453,mask00000326.png
image00000327.jpg,1280,720,Lips,689,475,979,614,mask00000327.png
image00000328.jpg,1280,720,Lips,668,422,924,538,mask00000328.png
image00000329.jpg,1280,720,Lips,672,426,928,542,mask00000329.png
image00000330.jpg,1280,720,Lips,458,271,601,371,mask00000330.png
image00000331.jpg,1280,720,Lips,486,397,671,488,mask00000331.png
image00000332.jpg,1280,720,Lips,492,415,677,503,mask00000332.png
image00000333.jpg,1280,720,Lips,634,321,788,417,mask00000333.png
image00000334.jpg,1280,720,Lips,714,282,875,382,mask00000334.png
image00000335.jpg,1280,720,Lips,664,381,814,454,mask00000335.png
image00000336.jpg,1280,720,Lips,486,399,672,490,mask00000336.png
image00000337.jpg,1280,720,Lips,645,265,802,367,mask00000337.png
image00000338.jpg,1280,720,Lips,651,295,815,387,mask00000338.png
image00000339.jpg,1280,720,Lips,702,285,864,383,mask00000339.png
image00000340.jpg,1280,720,Lips,658,387,808,458,mask00000340.png
image00000341.jpg,1280,720,Lips,636,314,790,409,mask00000341.png
image00000342.jpg,1280,720,Lips,606,348,748,417,mask00000342.png
image00000343.jpg,1280,720,Lips,717,280,878,381,mask00000343.png
image00000344.jpg,1280,720,Lips,488,412,673,500,mask00000344.png
image00000345.jpg,1280,720,Lips,266,155,517,313,mask00000345.png
image00000346.jpg,1280,720,Lips,473,367,659,462,mask00000346.png
image00000347.jpg,1280,720,Lips,670,493,963,626,mask00000347.png
image00000348.jpg,1280,720,Lips,248,244,490,401,mask00000348.png
image00000349.jpg,1280,720,Lips,660,414,915,532,mask00000349.png
image00000350.jpg,1280,720,Lips,667,495,960,629,mask00000350.png
image00000351.jpg,1280,720,Lips,492,405,643,473,mask00000351.png
image00000352.jpg,1280,720,Lips,464,379,614,451,mask00000352.png
image00000353.jpg,1280,720,Lips,498,419,686,505,mask00000353.png
image00000354.jpg,1280,720,Lips,644,283,800,382,mask00000354.png
image00000355.jpg,1280,720,Lips,654,407,908,527,mask00000355.png
image00000356.jpg,1280,720,Lips,764,311,1059,431,mask00000356.png
image00000357.jpg,1280,720,Lips,667,377,816,450,mask00000357.png
image00000358.jpg,1280,720,Lips,677,486,969,621,mask00000358.png
image00000359.jpg,1280,720,Lips,276,155,529,293,mask00000359.png
image00000360.jpg,1280,720,Lips,662,383,811,455,mask00000360.png
image00000361.jpg,1280,720,Lips,649,402,903,523,mask00000361.png
image00000362.jpg,1280,720,Lips,774,317,1067,434,mask00000362.png
image00000363.jpg,1280,720,Lips,256,186,502,353,mask00000363.png
image00000364.jpg,1280,720,Lips,643,291,799,389,mask00000364.png
image00000365.jpg,1280,720,Lips,489,403,640,471,mask00000365.png
image00000366.jpg,1280,720,Lips,720,279,881,381,mask00000366.png
image00000367.jpg,1280,720,Lips,652,155,968,285,mask00000367.png
image00000368.jpg,1280,720,Lips,635,324,788,419,mask00000368.png
image00000369.jpg,1280,720,Lips,458,271,602,370,mask00000369.png
image00000370.jpg,1280,720,Lips,662,499,956,631,mask00000370.png
image00000371.jpg,1280,720,Lips,666,380,815,452,mask00000371.png
image00000372.jpg,1280,720,Lips,643,295,798,393,mask00000372.png
image00000373.jpg,1280,720,Lips,637,298,802,389,mask00000373.png
image00000374.jpg,1280,720,Lips,678,431,934,546,mask00000374.png
image00000375.jpg,1280,720,Lips,650,395,800,464,mask00000375.png
image00000376.jpg,1280,720,Lips,453,271,598,371,mask00000376.png
image00000377.jpg,1280,720,Lips,604,347,746,415,mask00000377.png
image00000378.jpg,1280,720,Lips,650,395,800,464,mask00000378.png
image00000379.jpg,1280,720,Lips,662,416,917,533,mask00000379.png
image00000380.jpg,1280,720,Lips,242,285,480,436,mask00000380.png
image00000381.jpg,1280,720,Lips,663,382,812,454,mask00000381.png
image00000382.jpg,1280,720,Lips,466,381,616,453,mask00000382.png
image00000383.jpg,1280,720,Lips,652,393,802,463,mask00000383.png
image00000384.jpg,1280,720,Lips,658,387,808,458,mask00000384.png
image00000385.jpg,1280,720,Lips,473,365,659,460,mask00000385.png
image00000386.jpg,1280,720,Lips,664,292,828,385,mask00000386.png
image00000387.jpg,1280,720,Lips,729,275,889,379,mask00000387.png
image00000388.jpg,1280,720,Lips,661,384,810,455,mask00000388.png
image00000389.jpg,1280,720,Lips,690,441,946,554,mask00000389.png
image00000390.jpg,1280,720,Lips,605,348,747,417,mask00000390.png
image00000391.jpg,1280,720,Lips,469,383,618,455,mask00000391.png
image00000392.jpg,1280,720,Lips,654,391,804,461,mask00000392.png
image00000393.jpg,1280,720,Lips,466,380,614,453,mask00000393.png
image00000394.jpg,1280,720,Lips,612,350,753,419,mask00000394.png
image00000395.jpg,1280,720,Lips,606,354,746,423,mask00000395.png
image00000396.jpg,1280,720,Lips,694,287,856,384,mask00000396.png
image00000397.jpg,1280,720,Lips,642,397,896,517,mask00000397.png
image00000398.jpg,1280,720,Lips,668,374,817,446,mask00000398.png
image00000399.jpg,1280,720,Lips,650,155,966,282,mask00000399.png
image00000400.jpg,1280,720,Lips,675,489,968,624,mask00000400.png
image00000401.jpg,1280,720,Lips,736,286,1035,411,mask00000401.png
image00000402.jpg,1280,720,Lips,608,348,750,417,mask00000402.png
image00000403.jpg,1280,720,Lips,468,382,617,454,mask00000403.png
image00000404.jpg,1280,720,Lips,666,380,814,453,mask00000404.png
image00000405.jpg,1280,720,Lips,664,381,814,453,mask00000405.png
image00000406.jpg,1280,720,Lips,638,521,931,650,mask00000406.png
image00000407.jpg,1280,720,Lips,452,271,596,371,mask00000407.png
image00000408.jpg,1280,720,Lips,465,380,614,452,mask00000408.png
image00000409.jpg,1280,720,Lips,659,386,808,457,mask00000409.png
